Model,Scenario,Region,Variable,Unit,Climatemodel,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
unspecified,historical,World,Surface Air Temperature Change,K,Observations (Priestley Centre),-0.04241176470588237,0.12358823529411762,0.08558823529411763,0.025588235294117637,0.08658823529411763,0.08758823529411763,-0.04041176470588237,-0.13841176470588232,-0.07441176470588234,-0.012411764705882346,-0.11141176470588236,-0.1403936,-0.27681989999999995,-0.053318329411764724,-0.1601515176470588,0.004154458823529437,0.039156729411764714,-0.016575882352941173,0.0624650470588235,0.0384283,0.0035283117647059046,-0.014761970588235288,0.03094633529411764,0.049644047058823526,-0.041406000000000005,-0.032126988235294134,-0.044033129411764724,0.27860611764705884,0.3680475294117648,0.09096959999999998,0.061875035294117676,0.12708641764705877,0.06444770588235296,0.00593526470588232,-0.16358382352941178,-0.1451617882352941,-0.11225377058823532,-0.1536298647058823,0.005828529411764673,0.15039236470588238,-0.1140884764705883,-0.019429235294117643,-0.12164982352941175,-0.09031983529411763,-0.06373722352941175,-0.030110688235294124,0.13808305882352942,0.1362620294117647,-0.10670787647058824,0.05308467647058823,0.17543202352941178,0.1230325705882353,-0.0326839411764706,-0.11770998235294122,-0.1781007411764706,0.0029231529411764953,0.09992282352941174,-0.08869877647058823,-0.13515461764705886,-0.18885979411764708,-0.1592284117647059,-0.17126320588235291,-0.0916211117647059,-0.057517411764705914,0.12427609411764705,0.1971364764705882,-0.052361647058823554,-0.1602590588235294,-0.01582844117647058,0.050231435294117645,0.09080547058823527,0.1532966117647059,0.05756448235294119,0.07907791764705879,0.0909661882352941,0.12849755882352942,0.2770103882352941,0.16546060588235292,0.19099614705882353,-0.0025952999999999814,0.2365624058823529,0.2995102117647058,0.2456637764705882,0.07351972941176467,0.22088414117647054,0.18525336470588238,0.22998952941176465,0.39203285294117646,0.3848022,0.35930794117647047,0.4458172,0.43046721176470587,0.3770226,0.41281076470588235,0.5282023647058823,0.3916042235294119,0.30290446470588234,0.37723294117647055,0.2984073529411764,0.2507336117647059,0.15952432941176467,0.342982094117647,0.4217575411764706,0.4911063058823528,0.27480847058823527,0.2007129647058824,0.14036929411764704,0.3842643176470588,0.40319397058823525,0.3705721411764705,0.3225067352941177,0.40654061176470585,0.3797913882352941,0.42467053529411763,0.1197241882352941,0.23034105882352945,0.30773204705882357,0.3497844705882354,0.28162787058823524,0.4342713529411764,0.3662256470588234,0.21379884705882354,0.3053470588235294,0.4448897352941176,0.1855295294117648,0.246974,0.1254626588235294,0.4451328,0.3214252235294118,0.4129640470588236,0.532738905882353,0.5833720176470588,0.3706186823529412,0.5752109999999999,0.39079147058823527,0.3733433058823529,0.42121824117647055,0.5655091411764707,0.6194658,0.4999609058823528,0.7073064705882353,0.6952144705882353,0.4867627117647059,0.5324878588235293,0.6084018235294117,0.7465667176470587,0.6311277176470588,0.7931404999999999,0.9559568647058824,0.6892172823529411,0.7051451294117647,0.8699191764705883,0.9399422647058824,0.9393363529411763,0.8491082352941176,1.0108663941176472,0.9577847529411764,0.9859090941176472,0.8408155294117645,0.9760465411764708,1.0618563411764703,0.9127947647058826,0.9361670117647056,0.9724396,1.0463114117647059,1.1980154117647055,1.3193786117647055,1.1720090117647055,1.1102438117647055
